Tile,Source Number,APT_g,APT_error_g,m_g,m_g_error,M_g,M_g_error,APT_i,APT_error_i,m_i,m_i_error,M_i,M_i_error,g-i,,,,
1,35,-5.1796,0.1358,20.27965,,12.49211399,,-5.8914,0.0998,18.96457,,11.17703399,,1.31508,,,,
1,36,-5.3469,0.1225,20.11235,,12.32481399,,-5.7807,0.1098,19.07527,,11.28773399,,1.03708,,,,
1,37,-6.4774,0.0615,18.98185,,11.19431399,,-7.3113,0.0419,17.54467,,9.75713399,,1.43718,,,,
1,38,-12.4281,0.0036,13.03115,,5.24361399,,-12.4197,0.0036,12.43627,,4.64873399,,0.59488,,,,
1,39,-7.289,0.04,18.17025,,10.38271399,,-7.8255,0.0319,17.03047,,9.24293399,,1.13978,,,,
1,40,-11.3459,0.0059,14.11335,,6.32581399,,-11.5188,0.0054,13.33717,,5.54963399,,0.77618,,,,
1,41,-7.0151,0.0461,18.44415,,10.65661399,,-8.006,0.029,16.84997,,9.06243399,,1.59418,,,,
1,42,-6.904,0.0489,18.55525,,10.76771399,,-7.3538,0.041,17.50217,,9.71463399,,1.05308,,,,
1,43,-5.9697,0.0823,19.48955,,11.70201399,,-6.6349,0.0621,18.22107,,10.43353399,,1.26848,,,,
1,44,-6.6578,0.0558,18.80145,,11.01391399,,-8.4927,0.0227,16.36327,,8.57573399,,2.43818,,,,
1,45,-5.7795,0.1079,19.67975,,11.89221399,,-6.1673,0.0841,18.68867,,10.90113399,,0.99108,,,,
1,46,-5.2672,0.1279,20.19205,,12.40451399,,-6.1371,0.0846,18.71887,,10.93133399,,1.47318,,,,
1,47,-6.0049,0.0807,19.45435,,11.66681399,,-6.7784,0.0573,18.07757,,10.29003399,,1.37678,,,,
1,48,-5.2263,0.1319,20.23295,,12.44541399,,-5.9331,0.0981,18.92287,,11.13533399,,1.31008,,,,
1,49,-5.4241,0.1161,20.03515,,12.24761399,,-6.4836,0.0686,18.37237,,10.58483399,,1.66278,,,,
1,50,-9.4744,0.0139,15.98485,,8.19731399,,-9.8902,0.0116,14.96577,,7.17823399,,1.01908,,,,
1,51,-10.4778,0.0088,14.98145,,7.19391399,,-10.9535,0.007,13.90247,,6.11493399,,1.07898,,,,
1,52,-9.0005,0.0174,16.45875,,8.67121399,,-9.5659,0.0135,15.29007,,7.50253399,,1.16868,,,,
1,53,-6.3112,0.068,19.14805,,11.36051399,,-7.1738,0.0485,17.68217,,9.89463399,,1.46588,,,,
1,54,-5.1409,0.139,20.31835,,12.53081399,,-5.8405,0.1038,19.01547,,11.22793399,,1.30288,,,,
1,55,-5.1437,0.1389,20.31555,,12.52801399,,-5.5263,0.1303,19.32967,,11.54213399,,0.98588,,,,
1,56,-6.0293,0.0797,19.42995,,11.64241399,,-7.0282,0.0493,17.82777,,10.04023399,,1.60218,,,,
1,57,-6.3228,0.0672,19.13645,,11.34891399,,-7.3286,0.0415,17.52737,,9.73983399,,1.60908,,,,
1,58,-6.1173,0.0757,19.34195,,11.55441399,,-6.9906,0.0505,17.86537,,10.07783399,,1.47658,,,,
1,59,-6.2017,0.072,19.25755,,11.47001399,,-6.6462,0.0618,18.20977,,10.42223399,,1.04778,,,,
1,60,-4.5484,0.2127,20.91085,,13.12331399,,-4.9109,0.2065,19.94507,,12.15753399,,0.96578,,,,
1,61,-9.4276,0.0143,16.03165,,8.24411399,,-10.0471,0.0108,14.80887,,7.02133399,,1.22278,,,,
1,62,-8.0926,0.0277,17.36665,,9.57911399,,-9.138,0.0166,15.71797,,7.93043399,,1.64868,,,,
1,63,-6.3352,0.0668,19.12405,,11.33651399,,-7.1533,0.0459,17.70267,,9.91513399,,1.42138,,,,
1,64,-5.8671,0.0894,19.59215,,11.80461399,,-6.3803,0.0744,18.47567,,10.68813399,,1.11648,,,,
1,65,-8.2866,0.0251,17.17265,,9.38511399,,-8.8268,0.0196,16.02917,,8.24163399,,1.14348,,,,
1,66,-6.4337,0.0705,19.02555,,11.23801399,,-6.8412,0.0554,18.01477,,10.22723399,,1.01078,,,,
1,67,-7.0983,0.0442,18.36095,,10.57341399,,-7.4786,0.0384,17.37737,,9.58983399,,0.98358,,,,
1,68,-8.6168,0.0209,16.84245,,9.05491399,,-9.316,0.0154,15.53997,,7.75243399,,1.30248,,,,
1,69,-6.5698,0.0587,18.88945,,11.10191399,,-7.3361,0.0415,17.51987,,9.73233399,,1.36958,,,,
1,70,-5.0189,0.1725,20.44035,,12.65281399,,-6.0745,0.0886,18.78147,,10.99393399,,1.65888,,,,
1,71,-7.6795,0.0329,17.77975,,9.99221399,,-8.1139,0.0275,16.74207,,8.95453399,,1.03768,,,,
1,72,-6.4709,0.062,18.98835,,11.20081399,,-7.0443,0.049,17.81167,,10.02413399,,1.17668,,,,
1,73,-5.9239,0.0848,19.53535,,11.74781399,,-6.5262,0.0671,18.32977,,10.54223399,,1.20558,,,,
1,74,-7.073,0.048,18.38625,,10.59871399,,-7.8183,0.0321,17.03767,,9.25013399,,1.34858,,,,
1,75,-5.0331,0.1713,20.42615,,12.63861399,,-6.6725,0.061,18.18347,,10.39593399,,2.24268,,,,
1,76,-6.6077,0.0575,18.85155,,11.06401399,,-7.1591,0.046,17.69687,,9.90933399,,1.15468,,,,
1,77,-8.5487,0.0221,16.91055,,9.12301399,,-9.0271,0.0178,15.82887,,8.04133399,,1.08168,,,,
1,78,-4.3958,0.315,21.06345,,13.27591399,,-5.1322,0.1752,19.72377,,11.93623399,,1.33968,,,,
1,79,-8.1937,0.0273,17.26555,,9.47801399,,-8.0452,0.0285,16.81077,,9.02323399,,0.45478,,,,
