Tile,Source Number,APT_g,APT_error_g,m_g,m_g_error,M_g,M_g_error,APT_i,APT_error_i,m_i,m_i_error,M_i,M_I_error,g-i,,,,
2,17,-5.7802,0.0796,19.232,,11.44446399,,-6.0045,0.0533,18.1736,,10.38606399,,-1.0584,,,,
2,18,-6.5818,0.0434,18.4304,,10.64286399,,-7.6494,0.0182,16.5287,,8.74116399,,-1.9017,,,,
2,19,-8.9899,0.0084,16.0223,,8.23476399,,-8.9699,0.0085,15.2082,,7.42066399,,-0.8141,,,,
2,20,-6.5938,0.0421,18.4184,,10.63086399,,-6.6708,0.0376,17.5073,,9.71976399,,-0.9111,,,,
2,21,-8.2319,0.0132,16.7803,,8.99276399,,-7.749,0.0159,16.4291,,8.64156399,,-0.3512,,,,
2,22,-6.5259,0.0458,18.4863,,10.69876399,,-5.7724,0.1062,18.4057,,10.61816399,,-0.0806,,,,
2,23,-10.8067,0.0033,14.2055,,6.41796399,,-11.0954,0.0029,13.0827,,5.29516399,,-1.1228,,,,
2,24,-5.9231,0.0749,19.0891,,11.30156399,,-5.0141,0.1678,19.164,,11.37646399,,0.0749,,,,
2,25,-6.1633,0.062,18.8489,,11.06136399,,-5.7698,0.1077,18.4083,,10.62076399,,-0.4406,,,,
2,26,-7.0748,0.0297,17.9374,,10.14986399,,-8.3551,0.0112,15.823,,8.03546399,,-2.1144,,,,
2,27,-7.6264,0.0233,17.3858,,9.59826399,,-7.4206,0.0274,16.7575,,8.96996399,,-0.6283,,,,
2,28,-5.1326,0.1484,19.8796,,12.09206399,,-5.3921,0.0881,18.786,,10.99846399,,-1.0936,,,,
2,29,-7.3082,0.0248,17.704,,9.91646399,,-6.8206,0.0358,17.3575,,9.56996399,,-0.3465,,,,
2,30,-6.6759,0.0399,18.3363,,10.54876399,,-6.2083,0.0584,17.9698,,10.18226399,,-0.3665,,,,
2,31,-8.4922,0.0112,16.52,,8.73246399,,-8.05,0.0132,16.1281,,8.34056399,,-0.3919,,,,
2,32,-5.7812,0.0833,19.231,,11.44346399,,-6.5193,0.0455,17.6588,,9.87126399,,-1.5722,,,,
2,33,-8.8503,0.0091,16.1619,,8.37436399,,-8.3297,0.012,15.8484,,8.06086399,,-0.3135,,,,
2,34,-5.7253,0.088,19.2869,,11.49936399,,-4.5807,0.2464,19.5974,,11.80986399,,0.3105,,,,
2,35,-5.3813,0.118,19.6309,,11.84336399,,-4.6637,0.2246,19.5144,,11.72686399,,-0.1165,,,,
2,36,-7.1379,0.028,17.8743,,10.08676399,,-6.1326,0.0481,18.0455,,10.25796399,,0.1712,,,,
2,37,-9.645,0.0059,15.3672,,7.57966399,,-8.9869,0.0084,15.1912,,7.40366399,,-0.176,,,,
2,38,-4.806,0.1983,20.2062,,12.41866399,,-4.966,0.1284,19.2121,,11.42456399,,-0.9941,,,,
2,39,-6.5282,0.045,18.484,,10.69646399,,-6.5582,0.0441,17.6199,,9.83236399,,-0.8641,,,,
2,40,-7.0096,0.0307,18.0026,,10.21506399,,-6.3698,0.0509,17.8083,,10.02076399,,-0.1943,,,,
2,41,-7.985,0.0155,17.0272,,9.23966399,,-7.6127,0.02,16.5654,,8.77786399,,-0.4618,,,,
2,42,-5.4635,0.1101,19.5487,,11.76116399,,-4.8379,0.1902,19.3402,,11.55266399,,-0.2085,,,,
2,43,-7.1793,0.0272,17.8329,,10.04536399,,-6.4998,0.0467,17.6783,,9.89076399,,-0.1546,,,,
2,44,-6.2898,0.0442,18.7224,,10.93486399,,-6.6835,0.0423,17.4946,,9.70706399,,-1.2278,,,,
2,45,-9.0181,0.0082,15.9941,,8.20656399,,-8.7308,0.0097,15.4473,,7.65976399,,-0.5468,,,,
2,46,-11.5418,0.0023,13.4704,,5.68286399,,-10.9118,0.0031,13.2663,,5.47876399,,-0.2041,,,,
2,47,-10.2553,0.0043,14.7569,,6.96936399,,-9.952,0.005,14.2261,,6.43856399,,-0.5308,,,,
2,48,-6.7722,0.0299,18.24,,10.45246399,,-8.4745,0.0104,15.7036,,7.91606399,,-2.5364,,,,
2,49,-5.5903,0.0978,19.4219,,11.63436399,,-5.68,0.0919,18.4981,,10.71056399,,-0.9238,,,,
2,50,-6.8263,0.0357,18.1859,,10.39836399,,-6.3574,0.0514,17.8207,,10.03316399,,-0.3652,,,,
2,51,-6.2008,0.0452,18.8114,,11.02386399,,-6.9531,0.0293,17.225,,9.43746399,,-1.5864,,,,
2,52,-5.484,0.1092,19.5282,,11.74066399,,-5.2903,0.1299,18.8878,,11.10026399,,-0.6404,,,,
2,53,-6.4881,0.0463,18.5241,,10.73656399,,-6.0147,0.053,18.1634,,10.37586399,,-0.3607,,,,
2,54,-8.1143,0.0142,16.8979,,9.11036399,,-7.5713,0.0205,16.6068,,8.81926399,,-0.2911,,,,
2,55,-7.9962,0.0135,17.016,,9.22846399,,-7.5125,0.0184,16.6656,,8.87806399,,-0.3504,,,,
2,56,-9.97,0.005,15.0422,,7.25466399,,-9.3167,0.007,14.8614,,7.07386399,,-0.1808,,,,
2,57,-6.5714,0.0541,18.4408,,10.65326399,,-6.2254,0.0728,17.9527,,10.16516399,,-0.4881,,,,
2,58,-8.3405,0.0123,16.6717,,8.88416399,,-8.2519,0.0118,15.9262,,8.13866399,,-0.7455,,,,
2,59,-5.9688,0.0709,19.0434,,11.25586399,,-6.0096,0.0691,18.1685,,10.38096399,,-0.8749,,,,
2,60,-5.5882,0.0991,19.424,,11.63646399,,-4.4942,0.2554,19.6839,,11.89636399,,0.2599,,,,
2,61,-5.6178,0.0953,19.3944,,11.60686399,,-5.1517,0.1083,19.0264,,11.23886399,,-0.368,,,,
2,62,-6.8632,0.0346,18.149,,10.36146399,,-6.468,0.0476,17.7101,,9.92256399,,-0.4389,,,,
2,63,-7.5848,0.0202,17.4274,,9.63986399,,-7.0941,0.0291,17.084,,9.29646399,,-0.3434,,,,
2,64,-6.1538,0.0629,18.8584,,11.07086399,,-6.5195,0.0569,17.6586,,9.87106399,,-1.1998,,,,
2,65,-5.5285,0.1032,19.4837,,11.69616399,,-4.8827,0.1831,19.2954,,11.50786399,,-0.1883,,,,
2,66,-9.9277,0.0051,15.0845,,7.29696399,,-9.2023,0.0075,14.9758,,7.18826399,,-0.1087,,,,
2,67,-11.0773,0.0029,13.9349,,6.14736399,,-10.4381,0.0039,13.74,,5.95246399,,-0.1949,,,,
2,68,-8.2306,0.0132,16.7816,,8.99406399,,-7.833,0.0151,16.3451,,8.55756399,,-0.4365,,,,
2,69,-12.8038,0.0013,12.2084,,4.42086399,,-11.9205,0.0019,12.2576,,4.47006399,,0.0492,,,,
2,70,-6.7009,0.0396,18.3113,,10.52376399,,-6.2368,0.0447,17.9413,,10.15376399,,-0.37,,,,
2,71,-5.4996,0.107,19.5126,,11.72506399,,-5.2534,0.1334,18.9247,,11.13716399,,-0.5879,,,,
2,72,-7.5797,0.0175,17.4325,,9.64496399,,-7.0177,0.0304,17.1604,,9.37286399,,-0.2721,,,,
2,73,-6.7383,0.0379,18.2739,,10.48636399,,-6.3177,0.0427,17.8604,,10.07286399,,-0.4135,,,,
2,74,-6.5405,0.0442,18.4717,,10.68416399,,-6.0772,0.0648,18.1009,,10.31336399,,-0.3708,,,,
2,75,-6.3165,0.0538,18.6957,,10.90816399,,-5.785,0.0822,18.3931,,10.60556399,,-0.3026,,,,
2,76,-8.4097,0.0118,16.6025,,8.81496399,,-8.2545,0.0129,15.9236,,8.13606399,,-0.6789,,,,
2,77,-5.6093,0.0724,19.4029,,11.61536399,,-5.5899,0.0743,18.5882,,10.80066399,,-0.8147,,,,
2,78,-5.4771,0.1088,19.5351,,11.74756399,,-5.6843,0.0933,18.4938,,10.70626399,,-1.0413,,,,
2,79,-5.3708,0.0873,19.6414,,11.85386399,,-5.4171,0.087,18.761,,10.97346399,,-0.8804,,,,
2,80,-7.0153,0.025,17.9969,,10.20936399,,-6.444,0.0483,17.7341,,9.94656399,,-0.2628,,,,
2,81,-6.7534,0.0301,18.2588,,10.47126399,,-6.0489,0.0519,18.1292,,10.34166399,,-0.1296,,,,
2,82,-8.4566,0.0114,16.5556,,8.76806399,,-7.9224,0.0143,16.2557,,8.46816399,,-0.2999,,,,
2,83,-5.4707,0.1085,19.5415,,11.75396399,,-6.891,0.0338,17.2871,,9.49956399,,-2.2544,,,,
2,84,-5.75,0.0851,19.2622,,11.47466399,,-5.5835,0.0989,18.5946,,10.80706399,,-0.6676,,,,
2,85,-6.1965,0.0596,18.8157,,11.02816399,,-5.6071,0.0998,18.571,,10.78346399,,-0.2447,,,,
2,86,-9.228,0.0074,15.7842,,7.99666399,,-8.8213,0.0093,15.3568,,7.56926399,,-0.4274,,,,
2,87,-10.3994,0.0039,14.6128,,6.82526399,,-9.7651,0.0055,14.413,,6.62546399,,-0.1998,,,,
2,88,-5.961,0.0724,19.0512,,11.26366399,,-7.2307,0.0268,16.9474,,9.15986399,,-2.1038,,,,
2,89,-5.6589,0.0687,19.3533,,11.56576399,,-5.2055,0.1025,18.9726,,11.18506399,,-0.3807,,,,
2,90,-7.3257,0.0244,17.6865,,9.89896399,,-6.7094,0.0394,17.4687,,9.68116399,,-0.2178,,,,
2,91,-5.7783,0.0836,19.2339,,11.44636399,,-5.8643,0.0599,18.3138,,10.52626399,,-0.9201,,,,
2,92,-5.6175,0.0953,19.3947,,11.60716399,,-5.0087,0.1205,19.1694,,11.38186399,,-0.2253,,,,
2,93,-5.9146,0.0569,19.0976,,11.31006399,,-7.2817,0.0255,16.8964,,9.10886399,,-2.2012,,,,
2,94,-7.4036,0.023,17.6086,,9.82106399,,-6.8837,0.028,17.2944,,9.50686399,,-0.3142,,,,
2,95,-5.0596,0.1581,19.9526,,12.16506399,,-3.6672,0.5557,20.5109,,12.72336399,,0.5583,,,,
2,96,-6.2378,0.0566,18.7744,,10.98686399,,-5.7645,0.0652,18.4136,,10.62606399,,-0.3608,,,,
2,97,-9.509,0.0063,15.5032,,7.71566399,,-9.3811,0.0068,14.797,,7.00946399,,-0.7062,,,,
2,98,-7.0601,0.0243,17.9521,,10.16456399,,-6.3306,0.0526,17.8475,,10.05996399,,-0.1046,,,,
2,99,-5.7749,0.0839,19.2373,,11.44976399,,-5.6193,0.0983,18.5588,,10.77126399,,-0.6785,,,,
2,100,-5.7058,0.0884,19.3064,,11.51886399,,-5.3332,0.0916,18.8449,,11.05736399,,-0.4615,,,,
2,101,-7.4994,0.0215,17.5128,,9.72526399,,-7.0294,0.0304,17.1487,,9.36116399,,-0.3641,,,,
2,102,-4.8928,0.1823,20.1194,,12.33186399,,-5.3241,0.1247,18.854,,11.06646399,,-1.2654,,,,
2,103,-7.3082,0.0247,17.704,,9.91646399,,-6.9687,0.0261,17.2094,,9.42186399,,-0.4946,,,,
2,104,-7.2895,0.0251,17.7227,,9.93516399,,-6.9128,0.0334,17.2653,,9.47776399,,-0.4574,,,,
2,105,-6.9403,0.0265,18.0719,,10.28436399,,-6.2768,0.0553,17.9013,,10.11376399,,-0.1706,,,,
2,106,-5.9018,0.0769,19.1104,,11.32286399,,-5.6788,0.0932,18.4993,,10.71176399,,-0.6111,,,,
2,107,-5.3537,0.1201,19.6585,,11.87096399,,-6.1655,0.0602,18.0126,,10.22506399,,-1.6459,,,,
2,108,-6.0732,0.0499,18.939,,11.15146399,,-6.3121,0.0538,17.866,,10.07846399,,-1.073,,,,
2,109,-10.1641,0.0044,14.8481,,7.06056399,,-9.6867,0.0058,14.4914,,6.70386399,,-0.3567,,,,
2,110,-5.682,0.0911,19.3302,,11.54266399,,-7.1176,0.0285,17.0605,,9.27296399,,-2.2697,,,,
2,111,-6.3874,0.063,18.6248,,10.83726399,,-5.8939,0.097,18.2842,,10.49666399,,-0.3406,,,,
2,112,-6.3594,0.0513,18.6528,,10.86526399,,-6.1037,0.0496,18.0744,,10.28686399,,-0.5784,,,,
2,113,-5.0723,0.2017,19.9399,,12.15236399,,-5.5638,0.1297,18.6143,,10.82676399,,-1.3256,,,,
2,114,-5.4496,0.1105,19.5626,,11.77506399,,-3.6964,0.5346,20.4817,,12.69416399,,0.9191,,,,
2,115,-8.1483,0.0139,16.8639,,9.07636399,,-7.9244,0.0161,16.2537,,8.46616399,,-0.6102,,,,
2,116,-6.5314,0.0562,18.4808,,10.69326399,,-6.2311,0.0732,17.947,,10.15946399,,-0.5338,,,,
2,117,-7.4646,0.0222,17.5476,,9.76006399,,-7.3208,0.0249,16.8573,,9.06976399,,-0.6903,,,,
2,118,-6.8521,0.0347,18.1601,,10.37256399,,-7.8344,0.0172,16.3437,,8.55616399,,-1.8164,,,,
2,119,-6.855,0.0347,18.1572,,10.36966399,,-6.161,0.0606,18.0171,,10.22956399,,-0.1401,,,,
2,120,-4.8674,0.1848,20.1448,,12.35726399,,-5.3348,0.1241,18.8433,,11.05576399,,-1.3015,,,,
2,121,-9.0414,0.0081,15.9708,,8.18326399,,-8.0028,0.0153,16.1753,,8.38776399,,0.2045,,,,
2,122,-5.1034,0.1511,19.9088,,12.12126399,,-4.5932,0.2415,19.5849,,11.79736399,,-0.3239,,,,
2,123,-6.8254,0.0359,18.1868,,10.39926399,,-6.7629,0.0351,17.4152,,9.62766399,,-0.7716,,,,
2,124,-7.8423,0.0149,17.1699,,9.38236399,,-8,0.0153,16.1781,,8.39056399,,-0.9918,,,,
2,125,-6.1254,0.0625,18.8868,,11.09926399,,-5.5595,0.1015,18.6186,,10.83106399,,-0.2682,,,,
2,126,-8.4619,0.0114,16.5503,,8.76276399,,-8.0088,0.0136,16.1693,,8.38176399,,-0.381,,,,
2,127,-4.8428,0.1906,20.1694,,12.38186399,,-5.1843,0.1391,18.9938,,11.20626399,,-1.1756,,,,
2,128,-7.6954,0.0188,17.3168,,9.52926399,,-7.173,0.0274,17.0051,,9.21756399,,-0.3117,,,,
2,129,-6.6388,0.0327,18.3734,,10.58586399,,-7.9634,0.0157,16.2147,,8.42716399,,-2.1587,,,,
2,130,-7.2445,0.026,17.7677,,9.98016399,,-7.7719,0.0157,16.4062,,8.61866399,,-1.3615,,,,
2,131,-11.2832,0.0026,13.729,,5.94146399,,-10.5627,0.0037,13.6154,,5.82786399,,-0.1136,,,,
2,132,-7.6375,0.0197,17.3747,,9.58716399,,-8.0815,0.0145,16.0966,,8.30906399,,-1.2781,,,,
2,133,-6.5043,0.0464,18.5079,,10.72036399,,-6.4626,0.0481,17.7155,,9.92796399,,-0.7924,,,,
2,134,-9.3255,0.0074,15.6867,,7.89916399,,-8.7182,0.0099,15.4599,,7.67236399,,-0.2268,,,,
2,135,-4.8557,0.1884,20.1565,,12.36896399,,-4.5597,0.2399,19.6184,,11.83086399,,-0.5381,,,,
2,136,-9.7715,0.0055,15.2407,,7.45316399,,-9.1562,0.0077,15.0219,,7.23436399,,-0.2188,,,,
2,137,-5.2629,0.1312,19.7493,,11.96176399,,-5.9521,0.0728,18.226,,10.43846399,,-1.5233,,,,
2,138,-7.5121,0.0213,17.5001,,9.71256399,,-6.8836,0.0342,17.2945,,9.50696399,,-0.2056,,,,
2,139,-7.0061,0.0253,18.0061,,10.21856399,,-6.4562,0.0478,17.7219,,9.93436399,,-0.2842,,,,
2,140,-6.1051,0.085,18.9071,,11.11956399,,-5.6964,0.119,18.4817,,10.69416399,,-0.4254,,,,
2,141,-4.5634,0.2417,20.4488,,12.66126399,,-5.6764,0.0915,18.5017,,10.71416399,,-1.9471,,,,
2,142,-8.0451,0.0171,16.9671,,9.17956399,,-7.7294,0.0187,16.4487,,8.66116399,,-0.5184,,,,
2,143,-6.6255,0.0417,18.3867,,10.59916399,,-6.1619,0.0609,18.0162,,10.22866399,,-0.3705,,,,
2,144,-6.5663,0.0443,18.4459,,10.65836399,,-7.3586,0.0282,16.8195,,9.03196399,,-1.6264,,,,
2,145,-6.9689,0.0326,18.0433,,10.25576399,,-6.3841,0.0641,17.794,,10.00646399,,-0.2493,,,,
2,146,-4.953,0.1733,20.0592,,12.27166399,,-5.807,0.0815,18.3711,,10.58356399,,-1.6881,,,,
2,147,-10.1755,0.0045,14.8367,,7.04916399,,-9.75,0.0056,14.4281,,6.64056399,,-0.4086,,,,
2,148,-6.5461,0.0445,18.4661,,10.67856399,,-8.0462,0.015,16.1319,,8.34436399,,-2.3342,,,,
2,149,-6.978,0.0383,18.0342,,10.24666399,,-6.3332,0.0658,17.8449,,10.05736399,,-0.1893,,,,
2,150,-4.9118,0.1803,20.1004,,12.31286399,,-5.1892,0.1409,18.9889,,11.20136399,,-1.1115,,,,
2,151,-5.4377,0.0859,19.5745,,11.78696399,,-6.2428,0.0573,17.9353,,10.14776399,,-1.6392,,,,
2,152,-7.4531,0.019,17.5591,,9.77156399,,-6.726,0.0394,17.4521,,9.66456399,,-0.107,,,,
2,153,-7.5443,0.0214,17.4679,,9.68036399,,-7.2917,0.0304,16.8864,,9.09886399,,-0.5815,,,,
2,154,-5.4085,0.1167,19.6037,,11.81616399,,-5.2245,0.1375,18.9536,,11.16606399,,-0.6501,,,,
2,155,-7.0923,0.0297,17.9199,,10.13236399,,-6.3917,0.0636,17.7864,,9.99886399,,-0.1335,,,,
2,156,-7.0598,0.0301,17.9524,,10.16486399,,-6.7397,0.0388,17.4384,,9.65086399,,-0.514,,,,
2,157,-6.9593,0.033,18.0529,,10.26536399,,-6.3304,0.0684,17.8477,,10.06016399,,-0.2052,,,,
2,158,-7.7968,0.0205,17.2154,,9.42786399,,-7.2533,0.031,16.9248,,9.13726399,,-0.2906,,,,
2,159,-6.7112,0.0391,18.301,,10.51346399,,-8.1722,0.0138,16.0059,,8.21836399,,-2.2951,,,,
2,160,-8.932,0.0087,16.0802,,8.29266399,,-7.775,0.018,16.4031,,8.61556399,,0.3229,,,,
2,161,-10.0196,0.0049,14.9926,,7.20506399,,-9.5874,0.0064,14.5907,,6.80316399,,-0.4019,,,,
2,162,-8.7985,0.0094,16.2137,,8.42616399,,-8.2718,0.013,15.9063,,8.11876399,,-0.3074,,,,
2,163,-10.2243,0.0044,14.7879,,7.00036399,,-9.9395,0.0052,14.2386,,6.45106399,,-0.5493,,,,
2,164,-5.248,0.1353,19.7642,,11.97666399,,-5.2009,0.1394,18.9772,,11.18966399,,-0.787,,,,
2,165,-7.1155,0.0289,17.8967,,10.10916399,,-7.0458,0.0306,17.1323,,9.34476399,,-0.7644,,,,
2,166,-5.9687,0.0713,19.0435,,11.25596399,,-6.4771,0.0474,17.701,,9.91346399,,-1.3425,,,,
2,167,-9.6004,0.0064,15.4118,,7.62426399,,-9.6616,0.0059,14.5165,,6.72896399,,-0.8953,,,,
2,168,-5.9326,0.0753,19.0796,,11.29206399,,-5.5846,0.1024,18.5935,,10.80596399,,-0.4861,,,,
2,169,-9.2388,0.0073,15.7734,,7.98586399,,-8.4031,0.0119,15.775,,7.98746399,,0.0016,,,,
2,170,-5.9748,0.0721,19.0374,,11.24986399,,-6.748,0.0385,17.4301,,9.64256399,,-1.6073,,,,
2,171,-5.7579,0.1105,19.2543,,11.46676399,,-5.6421,0.0994,18.536,,10.74846399,,-0.7183,,,,
2,172,-6.7182,0.0486,18.294,,10.50646399,,-6.4218,0.0534,17.7563,,9.96876399,,-0.5377,,,,
2,173,-6.6245,0.043,18.3877,,10.60016399,,-6.094,0.0779,18.0841,,10.29656399,,-0.3036,,,,
2,174,-9.1136,0.0085,15.8986,,8.11106399,,-8.5662,0.0109,15.6119,,7.82436399,,-0.2867,,,,
3,1,-9.2207,0.0074,15.1293,,7.34176399,,-8.7737,0.0194,15.4621,,7.67456399,,0.3328,,,,
3,2,-4.9867,0.1708,19.3633,,11.57576399,,-4.9227,0.1687,19.3131,,11.52556399,,-0.0502,,,,
3,3,-6.2019,0.0449,18.1481,,10.36056399,,-6.2325,0.08,18.0033,,10.21576399,,-0.1448,,,,
3,4,-8.3524,0.0111,15.9976,,8.21006399,,-7.6324,0.0352,16.6034,,8.81586399,,0.6058,,,,
3,5,-6.6269,0.033,17.7231,,9.93556399,,-6.3712,0.0661,17.8646,,10.07706399,,0.1415,,,,
3,6,-5.9751,0.0535,18.3749,,10.58736399,,-5.8696,0.1023,18.3662,,10.57866399,,-0.0087,,,,
3,7,-4.8694,0.1338,19.4806,,11.69306399,,-5.4292,0.1389,18.8066,,11.01906399,,-0.674,,,,
3,8,-10.2002,0.0043,14.1498,,6.36226399,,-9.441,0.0143,14.7948,,7.00726399,,0.645,,,,
3,9,-5.7095,0.0661,18.6405,,10.85296399,,-5.5199,0.1304,18.7159,,10.92836399,,0.0754,,,,
3,10,-5.8072,0.061,18.5428,,10.75526399,,-6.1607,0.0838,18.0751,,10.28756399,,-0.4677,,,,
3,11,-7.3213,0.0205,17.0287,,9.24116399,,-6.82,0.0515,17.4158,,9.62826399,,0.3871,,,,
3,12,-6.3841,0.0392,17.9659,,10.17836399,,-7.3141,0.0396,16.9217,,9.13416399,,-1.0442,,,,
3,13,-7.9707,0.0138,16.3793,,8.59176399,,-7.2311,0.0414,17.0047,,9.21716399,,0.6254,,,,
3,14,-4.6536,0.1604,19.6964,,11.90886399,,-5.6883,0.0993,18.5475,,10.75996399,,-1.1489,,,,
3,15,-10.6824,0.0035,13.6676,,5.88006399,,-10.2491,0.0098,13.9867,,6.19916399,,0.3191,,,,
3,16,-7.2525,0.0259,17.0975,,9.30996399,,-6.6711,0.0558,17.5647,,9.77716399,,0.4672,,,,
3,17,-6.8066,0.0289,17.5434,,9.75586399,,-6.3227,0.0752,17.9131,,10.12556399,,0.3697,,,,
3,18,-7.0065,0.0311,17.3435,,9.55596399,,-5.9957,0.0943,18.2401,,10.45256399,,0.8966,,,,
3,19,-6.1583,0.0464,18.1917,,10.40416399,,-5.577,0.1252,18.6588,,10.87126399,,0.4671,,,,
3,20,-7.4311,0.0191,16.9189,,9.13136399,,-6.5702,0.0646,17.6656,,9.87806399,,0.7467,,,,
3,21,-12.3872,0.0016,11.9628,,4.17526399,,-11.8653,0.0046,12.3705,,4.58296399,,0.4077,,,,
3,22,-5.1272,0.108,19.2228,,11.43526399,,-5.2058,0.1356,19.03,,11.24246399,,-0.1928,,,,
3,23,-8.7085,0.0091,15.6415,,7.85396399,,-8.1836,0.0265,16.0522,,8.26466399,,0.4107,,,,
3,24,-6.1205,0.0478,18.2295,,10.44196399,,-5.8528,0.0893,18.383,,10.59546399,,0.1535,,,,
3,25,-6.3371,0.0408,18.0129,,10.22536399,,-5.9857,0.0825,18.2501,,10.46256399,,0.2372,,,,
3,26,-5.8923,0.0569,18.4577,,10.67016399,,-6.5536,0.0654,17.6822,,9.89466399,,-0.7755,,,,
3,27,-8.244,0.0118,16.106,,8.31846399,,-7.7778,0.0314,16.458,,8.67046399,,0.352,,,,
3,28,-5.8284,0.0816,18.5216,,10.73406399,,-5.3526,0.1497,18.8832,,11.09566399,,0.3616,,,,
3,29,-6.3649,0.0398,17.9851,,10.19756399,,-5.8105,0.106,18.4253,,10.63776399,,0.4402,,,,
3,30,-8.9955,0.0078,15.3545,,7.56696399,,-8.4161,0.023,15.8197,,8.03216399,,0.4652,,,,
3,31,-5.1623,0.1455,19.1877,,11.40016399,,-6.7809,0.0578,17.4549,,9.66736399,,-1.7328,,,,
3,32,-8.0339,0.0133,16.3161,,8.52856399,,-7.6767,0.0345,16.5591,,8.77156399,,0.243,,,,
3,33,-6.2163,0.0443,18.1337,,10.34616399,,-6.7308,0.0584,17.505,,9.71746399,,-0.6287,,,,
3,34,-11.414,0.0024,12.936,,5.14846399,,-11.5624,0.0053,12.6734,,4.88586399,,-0.2626,,,,
3,35,-5.9555,0.0942,18.3945,,10.60696399,,-4.9151,0.217,19.3207,,11.53316399,,0.9262,,,,
3,36,-12.2506,0.0017,12.0994,,4.31186399,,-11.4725,0.0055,12.7633,,4.97576399,,0.6639,,,,
3,37,-5.6605,0.0686,18.6895,,10.90196399,,-5.5621,0.1263,18.6737,,10.88616399,,-0.0158,,,,
3,38,-6.2316,0.0438,18.1184,,10.33086399,,-5.7916,0.1072,18.4442,,10.65666399,,0.3258,,,,
3,39,-5.7872,0.0846,18.5628,,10.77526399,,-5.3422,0.1806,18.8936,,11.10606399,,0.3308,,,,
3,40,-6.7755,0.0295,17.5745,,9.78696399,,-6.5321,0.066,17.7037,,9.91616399,,0.1292,,,,
3,41,-6.368,0.04,17.982,,10.19446399,,-6.1685,0.0835,18.0673,,10.27976399,,0.0853,,,,
3,42,-6.6201,0.0412,17.7299,,9.94236399,,-6.9622,0.0513,17.2736,,9.48606399,,-0.4563,,,,
3,43,-6.6726,0.0319,17.6774,,9.88986399,,-6.8402,0.0509,17.3956,,9.60806399,,-0.2818,,,,
3,44,-5.6948,0.0661,18.6552,,10.86766399,,-5.6496,0.1179,18.5862,,10.79866399,,-0.069,,,,
3,45,-6.5456,0.035,17.8044,,10.01686399,,-6.3101,0.0683,17.9257,,10.13816399,,0.1213,,,,
3,46,-5.9083,0.0572,18.4417,,10.65416399,,-4.9574,0.1992,19.2784,,11.49086399,,0.8367,,,,
3,47,-8.418,0.0109,15.932,,8.14446399,,-8.2984,0.025,15.9374,,8.14986399,,0.0054,,,,
3,48,-10.9252,0.0031,13.4248,,5.63726399,,-10.2787,0.0096,13.9571,,6.16956399,,0.5323,,,,
3,49,-5.2302,0.14,19.1198,,11.33226399,,-5.004,0.2326,19.2318,,11.44426399,,0.112,,,,
3,50,-5.5817,0.0731,18.7683,,10.98076399,,-6.3131,0.0759,17.9227,,10.13516399,,-0.8456,,,,
3,51,-10.3347,0.0041,14.0153,,6.22776399,,-9.6436,0.013,14.5922,,6.80466399,,0.5769,,,,
3,52,-11.2883,0.0026,13.0617,,5.27416399,,-10.6752,0.008,13.5606,,5.77306399,,0.4989,,,,
3,53,-7.6815,0.0163,16.6685,,8.88096399,,-7.1128,0.0458,17.123,,9.33546399,,0.4545,,,,
3,54,-5.372,0.1221,18.978,,11.19046399,,-4.7222,0.2439,19.5136,,11.72606399,,0.5356,,,,
3,55,-5.3943,0.0852,18.9557,,11.16816399,,-4.4489,0.2979,19.7869,,11.99936399,,0.8312,,,,
3,56,-5.7281,0.0871,18.6219,,10.83436399,,-4.6922,0.2473,19.5436,,11.75606399,,0.9217,,,,
3,57,-7.3039,0.0207,17.0461,,9.25856399,,-6.9723,0.0509,17.2635,,9.47596399,,0.2174,,,,
3,58,-6.3202,0.0536,18.0298,,10.24226399,,-5.8269,0.1057,18.4089,,10.62136399,,0.3791,,,,
3,59,-5.1476,0.1045,19.2024,,11.41486399,,-5.8331,0.1047,18.4027,,10.61516399,,-0.7997,,,,
3,60,-8.3502,0.0122,15.9998,,8.21226399,,-8.588,0.0216,15.6478,,7.86026399,,-0.352,,,,
3,61,-8.9997,0.0079,15.3503,,7.56276399,,-8.4171,0.0235,15.8187,,8.03116399,,0.4684,,,,
3,62,-7.5499,0.0209,16.8001,,9.01256399,,-7.2009,0.0446,17.0349,,9.24736399,,0.2348,,,,
3,63,-5.4825,0.109,18.8675,,11.07996399,,-3.8199,0.5079,20.4159,,12.62836399,,1.5484,,,,
3,64,-9.1175,0.0074,15.2325,,7.44496399,,-8.4142,0.0235,15.8216,,8.03406399,,0.5891,,,,
3,65,-5.6664,0.1189,18.6836,,10.89606399,,-5.2142,0.1965,19.0216,,11.23406399,,0.338,,,,
3,66,-9.4684,0.0065,14.8816,,7.09406399,,-8.8937,0.019,15.3421,,7.55456399,,0.4605,,,,
3,67,-6.7081,0.0309,17.6419,,9.85436399,,-6.626,0.0572,17.6098,,9.82226399,,-0.0321,,,,
3,68,-7.5568,0.0176,16.7932,,9.00566399,,-6.9726,0.0507,17.2632,,9.47566399,,0.47,,,,
3,69,-5.1796,0.1018,19.1704,,11.38286399,,-4.2662,0.3475,19.9696,,12.18206399,,0.7992,,,,
