# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Wed Oct 22 22:48:35 UTC 2025
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: SDSS <i>ugriz</i>
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag
0.0152 0.01508 7.11000 1.4500000477 2.5346015836    1.450  0.775  3.8294  4.095    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -2e-13      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 2.834 3.989 2.937 2.735 2.734 2.794
0.0152 0.01508 7.11000 1.4689698219 2.5362659770    1.469  0.777  3.8370  4.128    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.77e-13      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 2.828 3.959 2.913 2.736 2.747 2.815
0.0152 0.01508 7.11000 1.4882416725 2.5379070050    1.488  0.759  3.8412  4.169    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.48e-13      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 2.873 3.990 2.950 2.786 2.804 2.876
0.0152 0.01508 7.11000 1.5000000000 2.5388844597    1.500  0.740  3.8418  4.193    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.31e-13      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 2.919 4.032 2.996 2.833 2.851 2.924
0.0152 0.01508 7.11000 1.5059024096 2.5393685071    1.506  0.731  3.8422  4.206    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.21e-13      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 2.943 4.054 3.020 2.858 2.877 2.950
0.0152 0.01508 7.11000 1.5231702328 2.5407598747    1.523  0.707  3.8419  4.233    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-13      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 3.002 4.110 3.080 2.917 2.934 3.008
0.0152 0.01508 7.11000 1.5482015610 2.5427135601    1.548  0.703  3.8425  4.247    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.38e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 3.013 4.118 3.091 2.928 2.947 3.021
0.0152 0.01508 7.11000 1.5499999523 2.5428511323    1.550  0.704  3.8426  4.247    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.31e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 3.011 4.116 3.089 2.927 2.945 3.019
0.0152 0.01508 7.11000 1.5656211376 2.5440308385    1.565  0.707  3.8434  4.252    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.27e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.397e-04 6.719e-03 -1.000 1.527e-02 3.003 4.107 3.079 2.920 2.940 3.015
0.0152 0.01508 7.11000 1.5876367092 2.5456482058    1.587  0.743  3.8485  4.242    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.59e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.397e-04 6.719e-03 -1.000 1.527e-02 2.913 4.006 2.976 2.835 2.863 2.943
0.0152 0.01508 7.11000 1.6000000238 2.5465340628    1.600  0.763  3.8516  4.237    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.26e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.397e-04 6.719e-03 -1.000 1.527e-02 2.862 3.950 2.917 2.786 2.820 2.903
0.0152 0.01508 7.11000 1.6000097990 2.5465347570    1.600  0.763  3.8516  4.237    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.26e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.397e-04 6.719e-03 -1.000 1.527e-02 2.862 3.950 2.917 2.786 2.820 2.903
0.0152 0.01508 7.11000 1.6500000954 2.5499614852    1.649  0.856  3.8703  4.233    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.82e-14      0.00 7.093e-01 2.755e-01 2.709e-03 7.397e-04 6.719e-03 -1.000 1.522e-02 2.631 3.694 2.645 2.576 2.642 2.745
0.0152 0.01508 7.11000 1.6534259319 2.5501876096    1.653  0.862  3.8718  4.233    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.71e-15      0.00 7.093e-01 2.755e-01 2.709e-03 7.397e-04 6.719e-03 -1.000 1.522e-02 2.614 3.677 2.625 2.561 2.630 2.734
0.0152 0.01508 7.11000 1.6860843897 2.5522903058    1.685  0.927  3.8895  4.248    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.73e-26      0.00 7.093e-01 2.755e-01 2.709e-03 7.397e-04 6.718e-03 -1.000 1.527e-02 2.452 3.501 2.431 2.424 2.524 2.645
0.0152 0.01508 7.11000 1.7000000477 2.5531580802    1.699  0.954  3.8979  4.257    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.093e-01 2.755e-01 2.709e-03 7.397e-04 6.718e-03 -1.000 1.527e-02 2.384 3.428 2.350 2.371 2.485 2.614
0.0152 0.01508 7.11000 1.7101461887 2.5537805619    1.709  0.974  3.9041  4.265    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.093e-01 2.755e-01 2.709e-03 7.397e-04 6.718e-03 -1.000 1.527e-02 2.334 3.375 2.292 2.333 2.458 2.592
0.0152 0.01508 7.11000 1.7292078733 2.5549273417    1.728  1.005  3.9142  4.280    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.093e-01 2.754e-01 2.709e-03 7.397e-04 6.718e-03 -1.000 1.527e-02 2.258 3.294 2.205 2.280 2.421 2.564
0.0152 0.01508 7.11000 1.7500000000 2.5561455243    1.749  1.029  3.9235  4.297    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.093e-01 2.754e-01 2.709e-03 7.397e-04 6.718e-03 -1.000 1.527e-02 2.196 3.228 2.138 2.243 2.398 2.547
0.0152 0.01508 7.11000 1.7978546619 2.5588265536    1.797  1.061  3.9379  4.335    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.093e-01 2.754e-01 2.709e-03 7.397e-04 6.718e-03 -1.000 1.527e-02 2.116 3.139 2.061 2.208 2.382 2.541
0.0152 0.01508 7.11000 1.7999999523 2.5589429085    1.799  1.063  3.9383  4.335    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.093e-01 2.754e-01 2.709e-03 7.397e-04 6.718e-03 -1.000 1.527e-02 2.113 3.135 2.057 2.205 2.380 2.540
0.0152 0.01508 7.11000 1.8500000238 2.5615671203    1.849  1.101  3.9473  4.346    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.093e-01 2.754e-01 2.709e-03 7.396e-04 6.718e-03 -1.000 1.527e-02 2.019 3.035 1.972 2.143 2.329 2.493
0.0152 0.01508 7.11000 1.8830308914 2.5632130833    1.882  1.126  3.9534  4.353    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.093e-01 2.754e-01 2.708e-03 7.396e-04 6.718e-03 -1.000 1.527e-02 1.956 2.969 1.919 2.104 2.296 2.464
0.0152 0.01508 7.11000 1.9000000954 2.5640331317    1.899  1.142  3.9567  4.354    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.093e-01 2.754e-01 2.708e-03 7.396e-04 6.718e-03 -1.000 1.527e-02 1.916 2.927 1.885 2.077 2.273 2.442
0.0152 0.01508 7.11000 1.9500001669 2.5663542767    1.950  1.188  3.9661  4.356    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.093e-01 2.754e-01 2.708e-03 7.396e-04 6.717e-03 -1.000 1.527e-02 1.800 2.807 1.789 2.000 2.205 2.378
0.0152 0.01508 7.11000 2.0000000000 2.5685424513    2.000  1.233  3.9750  4.358    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.093e-01 2.754e-01 2.709e-03 7.395e-04 6.717e-03 -1.000 1.527e-02 1.688 2.694 1.702 1.928 2.141 2.319
0.0152 0.01508 7.11000 2.0499999523 2.5706083333    2.050  1.276  3.9834  4.360    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.093e-01 2.754e-01 2.709e-03 7.395e-04 6.717e-03 -1.000 1.527e-02 1.581 2.587 1.621 1.861 2.080 2.261
0.0152 0.01508 7.11000 2.0999999046 2.5725614918    2.099  1.318  3.9915  4.360    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.094e-01 2.754e-01 2.708e-03 7.395e-04 6.717e-03 -1.000 1.527e-02 1.475 2.483 1.543 1.795 2.020 2.205
0.0152 0.01508 7.11000 2.1500000954 2.5744105556    2.149  1.359  3.9995  4.361    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.094e-01 2.754e-01 2.709e-03 7.395e-04 6.717e-03 -1.000 1.527e-02 1.373 2.382 1.470 1.732 1.963 2.150
0.0152 0.01508 7.11000 2.2000000477 2.5761632879    2.199  1.399  4.0071  4.361    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.094e-01 2.754e-01 2.709e-03 7.394e-04 6.716e-03 -1.000 1.527e-02 1.272 2.283 1.400 1.671 1.906 2.096
0.0152 0.01508 7.11000 2.2500000000 2.5778267375    2.249  1.438  4.0145  4.362    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.094e-01 2.753e-01 2.708e-03 7.394e-04 6.716e-03 -1.000 1.527e-02 1.175 2.188 1.333 1.612 1.851 2.044
0.0152 0.01508 7.11000 2.2999999523 2.5794072884    2.299  1.476  4.0216  4.362    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.094e-01 2.753e-01 2.708e-03 7.395e-04 6.716e-03 -1.000 1.527e-02 1.080 2.096 1.268 1.554 1.798 1.992
0.0152 0.01508 7.11000 2.4000000954 2.5823423892    2.399  1.548  4.0350  4.362    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.094e-01 2.754e-01 2.708e-03 7.394e-04 6.716e-03 -1.000 1.526e-02 0.899 1.920 1.146 1.444 1.693 1.893
0.0152 0.01508 7.11000 2.5100612640 2.5852639105    2.510  1.624  4.0489  4.361    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.093e-01 2.754e-01 2.709e-03 7.397e-04 6.718e-03 -1.000 1.527e-02 0.710 1.739 1.020 1.328 1.584 1.789
0.0152 0.01508 7.11000 2.5999999046 2.5874412955    2.600  1.684  4.0597  4.360    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 0.561 1.597 0.922 1.238 1.498 1.708
0.0152 0.01508 7.11000 2.8000001907 2.5917117867    2.800  1.808  4.0816  4.355    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 0.249 1.305 0.718 1.046 1.313 1.532
0.0152 0.01508 7.11000 3.0000000000 2.5953341962    3.000  1.924  4.1016  4.350    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.039 1.042 0.531 0.869 1.141 1.370
0.0152 0.01508 7.11000 3.2000000477 2.5984409005    3.199  2.031  4.1199  4.344    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.307 0.806 0.359 0.705 0.983 1.220
0.0152 0.01508 7.11000 3.4000000954 2.6011310876    3.398  2.131  4.1365  4.336    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.558 0.590 0.198 0.552 0.834 1.077
0.0152 0.01508 7.11000 3.4046938419 2.6011898716    3.403  2.133  4.1369  4.336    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.564 0.585 0.194 0.548 0.831 1.074
0.0152 0.01508 7.11000 3.6000001431 2.6034804607    3.598  2.226  4.1521  4.329    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.794 0.391 0.046 0.408 0.694 0.944
0.0152 0.01508 7.11000 3.8000001907 2.6055477311    3.798  2.315  4.1669  4.322    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.017 0.208 -0.095 0.274 0.564 0.819
0.0152 0.01508 7.11000 4.0000000000 2.6073790840    4.001  2.398  4.1803  4.315    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.226 0.036 -0.229 0.146 0.440 0.699
0.0152 0.01508 7.11000 4.1999998093 2.6090113217    4.198  2.478  4.1930  4.307    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.425 -0.124 -0.357 0.024 0.321 0.586
0.0152 0.01508 7.11000 4.3687825203 2.6102559106    4.366  2.542  4.2030  4.300    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.586 -0.253 -0.461 -0.075 0.225 0.493
0.0152 0.01508 7.11000 4.4000000954 2.6104741055    4.397  2.554  4.2049  4.299    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.615 -0.276 -0.480 -0.092 0.208 0.476
0.0152 0.01508 7.11000 4.4092659950 2.6105381859    4.407  2.557  4.2054  4.298    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.623 -0.283 -0.485 -0.098 0.203 0.471
0.0152 0.01508 7.11000 4.5999999046 2.6117915791    4.597  2.626  4.2162  4.291    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.796 -0.420 -0.597 -0.204 0.100 0.372
0.0152 0.01508 7.11000 4.8000001907 2.6129836005    4.798  2.696  4.2271  4.284    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.970 -0.558 -0.708 -0.310 -0.004 0.272
0.0152 0.01508 7.11000 5.0000000000 2.6140666223    4.999  2.762  4.2373  4.276    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.135 -0.689 -0.817 -0.413 -0.104 0.175
0.0152 0.01508 7.11000 5.1999998093 2.6150544000    5.200  2.826  4.2469  4.268    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.294 -0.815 -0.921 -0.513 -0.202 0.080
0.0152 0.01508 7.11000 5.3999996185 2.6159585084    5.401  2.887  4.2562  4.260    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.448 -0.937 -1.023 -0.610 -0.296 -0.011
0.0152 0.01508 7.11000 5.5308027267 2.6165093108    5.532  2.926  4.2621  4.255    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.545 -1.014 -1.087 -0.672 -0.356 -0.069
0.0152 0.01508 7.11000 5.5999994278 2.6167887546    5.601  2.946  4.2651  4.252    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.596 -1.054 -1.121 -0.704 -0.387 -0.100
0.0152 0.01508 7.11000 5.8000001907 2.6175535027    5.801  3.003  4.2735  4.244    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.739 -1.168 -1.216 -0.795 -0.476 -0.186
0.0152 0.01508 7.11000 6.0000000000 2.6182599138    6.000  3.059  4.2817  4.236    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.877 -1.278 -1.309 -0.884 -0.563 -0.270
0.0152 0.01508 7.11000 6.1203746796 2.6186595835    6.120  3.091  4.2864  4.231    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.957 -1.342 -1.364 -0.937 -0.614 -0.320
0.0152 0.01508 7.11000 6.1999998093 2.6189141709    6.200  3.112  4.2894  4.228    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.010 -1.385 -1.400 -0.971 -0.647 -0.352
0.0152 0.01508 7.11000 6.4000000954 2.6195216279    6.399  3.164  4.2969  4.220    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.140 -1.488 -1.488 -1.056 -0.730 -0.432
0.0152 0.01508 7.11000 6.9256343842 2.6209275322    6.921  3.293  4.3152  4.198    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.462 -1.748 -1.710 -1.270 -0.939 -0.636
0.0152 0.01508 7.11000 7.0000000000 2.6211069280    6.996  3.311  4.3176  4.195    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.507 -1.784 -1.741 -1.300 -0.968 -0.664
0.0152 0.01508 7.11000 7.4919037819 2.6221911638    7.490  3.422  4.3327  4.173    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.785 -2.012 -1.938 -1.490 -1.154 -0.846
0.0152 0.01508 7.11000 7.9953775406 2.6231435510    7.997  3.532  4.3469  4.149    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.059 -2.238 -2.136 -1.682 -1.342 -1.030
0.0152 0.01508 7.11000 8.0000000000 2.6231516585    8.001  3.533  4.3470  4.148    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.062 -2.240 -2.138 -1.684 -1.344 -1.032
0.0152 0.01508 7.11000 8.1930971146 2.6234809601    8.193  3.572  4.3520  4.139    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.161 -2.323 -2.210 -1.755 -1.414 -1.100
0.0152 0.01508 7.11000 8.6485195160 2.6241910811    8.645  3.664  4.3630  4.115    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.390 -2.516 -2.381 -1.921 -1.578 -1.261
0.0152 0.01508 7.11000 9.0000000000 2.6246829947    8.995  3.733  4.3709  4.095    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.562 -2.662 -2.511 -2.049 -1.703 -1.384
0.0152 0.01508 7.11000 9.2998609543 2.6250690383    9.295  3.788  4.3770  4.078    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.701 -2.782 -2.619 -2.154 -1.807 -1.487
0.0152 0.01508 7.11000 9.6777811050 2.6255166068    9.674  3.858  4.3841  4.054    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.875 -2.933 -2.756 -2.289 -1.941 -1.619
0.0152 0.01508 7.11000 9.9848184586 2.6258516878    9.983  3.914  4.3893  4.033    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.015 -3.057 -2.870 -2.401 -2.051 -1.728
0.0152 0.01508 7.11000 10.0000000000 2.6258676431    9.998  3.917  4.3896  4.031    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.022 -3.063 -2.876 -2.407 -2.057 -1.733
0.0152 0.01508 7.11000 10.2439336777 2.6261165701   10.243  3.959  4.3932  4.014    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.129 -3.159 -2.964 -2.493 -2.143 -1.819
0.0152 0.01508 7.11000 10.5332336426 2.6263946727   10.533  4.009  4.3972  3.992    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.254 -3.273 -3.069 -2.598 -2.246 -1.921
0.0152 0.01508 7.11000 10.8422260284 2.6266729359   10.843  4.062  4.4009  3.967    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.386 -3.422 -3.177 -2.706 -2.351 -2.071
0.0152 0.01508 7.11000 11.0000000000 2.6268081058   11.001  4.089  4.4026  3.953    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.453 -3.487 -3.240 -2.766 -2.409 -2.129
0.0152 0.01508 7.11000 11.0913858414 2.6268843794   11.093  4.104  4.4036  3.945    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.490 -3.523 -3.276 -2.800 -2.443 -2.162
0.0152 0.01508 7.11000 11.4836282730 2.6271959631   11.485  4.169  4.4064  3.907    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.653 -3.685 -3.435 -2.956 -2.596 -2.314
0.0152 0.01508 7.11000 11.8437023163 2.6274611988   11.845  4.228  4.4080  3.867    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.801 -3.837 -3.584 -3.104 -2.743 -2.459
0.0152 0.01508 7.11000 12.0000000000 2.6275706487   12.001  4.254  4.4085  3.849    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.865 -3.903 -3.650 -3.169 -2.808 -2.524
0.0152 0.01508 7.11000 12.0228757858 2.6275863935   12.023  4.258  4.4085  3.847    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.86e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.400e-04 6.720e-03 -1.000 1.527e-02 -5.874 -3.913 -3.659 -3.178 -2.817 -2.533
0.0152 0.01508 7.11000 12.3583793640 2.6278096330   12.349  4.309  4.4084  3.806    1  0.000  0.539     0.00     0.00     0.00     0.00     0.00 -1 -1.49e-26      0.00 7.092e-01 2.755e-01 2.717e-03 7.401e-04 6.720e-03 -1.000 1.527e-02 -6.003 -4.052 -3.797 -3.317 -2.956 -2.673
